Date,Open,High,Low,Close,Adj Close,Volume,ticker_symbol,security,sector
2011-06-24,19.375,19.575000762939453,18.420000076293945,18.625,13.120158195495605,1675400,MPC,Marathon Petroleum,Energy
2011-06-27,18.344999313354492,18.975000381469727,18.295000076293945,18.825000762939453,13.261048316955566,895200,MPC,Marathon Petroleum,Energy
2011-06-28,19.170000076293945,19.9950008392334,18.850000381469727,19.350000381469727,13.630882263183594,4151800,MPC,Marathon Petroleum,Energy
2011-06-29,19.5,20.485000610351562,19.350000381469727,20.03499984741211,14.11341667175293,3695200,MPC,Marathon Petroleum,Energy
2011-06-30,20.334999084472656,21.0,20.09000015258789,20.700000762939453,14.581869125366211,3025600,MPC,Marathon Petroleum,Energy
2011-07-01,20.600000381469727,23.71500015258789,20.5,21.100000381469727,14.863648414611816,8334200,MPC,Marathon Petroleum,Energy
2011-07-05,21.104999542236328,21.5,20.825000762939453,21.104999542236328,14.867167472839355,11823000,MPC,Marathon Petroleum,Energy
2011-07-06,20.799999237060547,21.125,20.5049991607666,20.94499969482422,14.754456520080566,10983000,MPC,Marathon Petroleum,Energy
2011-07-07,21.094999313354492,21.6299991607666,20.854999542236328,20.889999389648438,14.71571159362793,16707600,MPC,Marathon Petroleum,Energy
2011-07-08,20.399999618530273,21.299999237060547,20.260000228881836,20.704999923706055,14.585397720336914,16417000,MPC,Marathon Petroleum,Energy
2011-07-11,20.395000457763672,20.395000457763672,19.7549991607666,20.049999237060547,14.12398910522461,9495200,MPC,Marathon Petroleum,Energy
2011-07-12,19.93000030517578,20.4950008392334,19.719999313354492,20.239999771118164,14.257824897766113,8011200,MPC,Marathon Petroleum,Energy
2011-07-13,20.260000228881836,20.6200008392334,19.6200008392334,19.979999542236328,14.074676513671875,11642800,MPC,Marathon Petroleum,Energy
2011-07-14,19.985000610351562,20.010000228881836,19.104999542236328,19.31999969482422,13.609743118286133,11528400,MPC,Marathon Petroleum,Energy
2011-07-15,19.5,19.735000610351562,19.049999237060547,19.579999923706055,13.792899131774902,9938400,MPC,Marathon Petroleum,Energy
2011-07-18,19.364999771118164,19.795000076293945,18.875,19.559999465942383,13.778810501098633,8311600,MPC,Marathon Petroleum,Energy
2011-07-19,19.6299991607666,19.969999313354492,19.565000534057617,19.8700008392334,13.997187614440918,6423000,MPC,Marathon Petroleum,Energy
2011-07-20,19.895000457763672,19.969999313354492,19.700000762939453,19.764999389648438,13.92322063446045,5449000,MPC,Marathon Petroleum,Energy
2011-07-21,19.764999389648438,20.1200008392334,19.55500030517578,20.049999237060547,14.12398910522461,7249200,MPC,Marathon Petroleum,Energy
2011-07-22,20.139999389648438,20.40999984741211,19.954999923706055,20.28499984741211,14.289532661437988,6645600,MPC,Marathon Petroleum,Energy
2011-07-25,20.625,21.059999465942383,20.325000762939453,20.684999465942383,14.571300506591797,8898600,MPC,Marathon Petroleum,Energy
2011-07-26,20.69499969482422,21.860000610351562,20.635000228881836,21.524999618530273,15.163029670715332,11324200,MPC,Marathon Petroleum,Energy
2011-07-27,21.510000228881836,21.649999618530273,20.985000610351562,21.030000686645508,14.814337730407715,6998400,MPC,Marathon Petroleum,Energy
2011-07-28,21.21500015258789,21.469999313354492,21.094999313354492,21.389999389648438,15.067934036254883,6654600,MPC,Marathon Petroleum,Energy
2011-07-29,21.174999237060547,22.30500030517578,20.985000610351562,21.895000457763672,15.423672676086426,10709600,MPC,Marathon Petroleum,Energy
2011-08-01,22.520000457763672,22.690000534057617,21.9950008392334,22.485000610351562,15.839289665222168,11518400,MPC,Marathon Petroleum,Energy
2011-08-02,22.264999389648438,22.450000762939453,21.125,21.165000915527344,14.909440040588379,10995600,MPC,Marathon Petroleum,Energy
2011-08-03,21.639999389648438,22.700000762939453,19.510000228881836,20.71500015258789,14.592436790466309,13413800,MPC,Marathon Petroleum,Energy
2011-08-04,20.354999542236328,20.354999542236328,18.614999771118164,19.209999084472656,13.532254219055176,15377800,MPC,Marathon Petroleum,Energy
2011-08-05,19.454999923706055,19.610000610351562,16.719999313354492,18.655000686645508,13.141291618347168,12348600,MPC,Marathon Petroleum,Energy
2011-08-08,17.6200008392334,18.0,14.739999771118164,16.165000915527344,11.387240409851074,16543000,MPC,Marathon Petroleum,Energy
2011-08-09,16.53499984741211,18.204999923706055,16.209999084472656,18.049999237060547,12.715110778808594,12054200,MPC,Marathon Petroleum,Energy
2011-08-10,17.774999618530273,18.420000076293945,17.059999465942383,17.559999465942383,12.3699312210083,9682600,MPC,Marathon Petroleum,Energy
2011-08-11,17.950000762939453,19.299999237060547,17.71500015258789,18.670000076293945,13.151859283447266,8756400,MPC,Marathon Petroleum,Energy
2011-08-12,18.795000076293945,19.559999465942383,18.450000762939453,18.704999923706055,13.17651653289795,5906800,MPC,Marathon Petroleum,Energy
2011-08-15,18.94499969482422,19.825000762939453,18.94499969482422,19.549999237060547,13.84578800201416,5365400,MPC,Marathon Petroleum,Energy
2011-08-16,19.18000030517578,19.719999313354492,19.059999465942383,19.43000030517578,13.7608003616333,6532400,MPC,Marathon Petroleum,Energy
2011-08-17,19.815000534057617,19.979999542236328,19.405000686645508,19.549999237060547,13.84578800201416,5627600,MPC,Marathon Petroleum,Energy
2011-08-18,19.05500030517578,19.2549991607666,17.704999923706055,18.30500030517578,12.96405029296875,7501400,MPC,Marathon Petroleum,Energy
2011-08-19,17.889999389648438,18.334999084472656,17.31999969482422,17.4950008392334,12.390387535095215,9878600,MPC,Marathon Petroleum,Energy
2011-08-22,17.90999984741211,18.0,16.174999237060547,16.28499984741211,11.53343391418457,10774000,MPC,Marathon Petroleum,Energy
2011-08-23,16.315000534057617,17.350000381469727,16.024999618530273,17.125,12.128341674804688,10360000,MPC,Marathon Petroleum,Energy
2011-08-24,17.200000762939453,18.014999389648438,16.854999542236328,17.915000915527344,12.687843322753906,6723400,MPC,Marathon Petroleum,Energy
2011-08-25,18.094999313354492,18.450000762939453,16.959999084472656,17.190000534057617,12.174378395080566,6376000,MPC,Marathon Petroleum,Energy
2011-08-26,17.200000762939453,18.3799991607666,17.03499984741211,17.434999465942383,12.347891807556152,5880400,MPC,Marathon Petroleum,Energy
2011-08-29,17.635000228881836,18.18000030517578,17.520000457763672,18.0,12.748035430908203,4175000,MPC,Marathon Petroleum,Energy
2011-08-30,17.94499969482422,18.190000534057617,17.375,18.014999389648438,12.75866413116455,4385200,MPC,Marathon Petroleum,Energy
2011-08-31,18.2549991607666,18.725000381469727,18.2549991607666,18.530000686645508,13.123400688171387,5731000,MPC,Marathon Petroleum,Energy
